id,id2,q0,q1,q2,q3,q4,q5,q6,q7,q7_14,q13,q14,q15,q16_1,q16_2,q17,q18,q18_24,q21_1,q21_2,q21_3,q22_1,q22_2,q22_3,q24,q25,q26_1,q26_2,q26_3,q26_4,q26_5,q26_6,q27_1,q27_2,q27_3,q27_4,q27_5,q27_6,q28_1,q28_2,q28_3,q28_4,q28_5,q28_6,q29_1,q29_2,q29_3,q29_4,q29_5,q29_6,q30_1,q30_2,q30_3,q30_4,q30_5,q30_6,q30_7,q31_1,q31_2,q31_3,q31_4,q31_5,q32_1,q32_2,q32_3,q32_4,q32_5,q33_1,q33_2,q33_3,q33_4,q33_5,q34,q34_6,q35,q36,q37_1,q37_2,q39_1,q39_2,q39_3,q39_4,q39_5,q39_6,q39_7,q40_1,q40_2,q40_3,q40_4,q40_5,q41_1,q41_2,q41_3,q42,q43,q44,q45,q46,q47,q48,q49,q50,q51,q52,q53,q54_1,q54_2,q54_3,q54_4,q54_5,q54_6,q54_7,q55,q56,q57,q58,q59,q60,q61,q62,q63,q64_1,q64_2,q64_3,q64_4,q64_5,q65,q66,q67,q68,q69_1,q69_2,q69_3,q69_4,q69_5,q69_6,q69_7,q69_8,q69_9,q69_10,q69_11,q69_12,q70_1,q70_2,q70_3,q71_1,q71_2,q71_3,q71_4,q71_5,q72_1,q72_2,q72_3,q72_4,q72_5,q72_6,q72_7,q72_8,q72_9,q72_10,q73,q74,q75,q76_1,q76_2,q76_3,q76_4,q76_5,q77_1,q77_2,q77_3,q77_4,q77_5,q78_1,q78_2,q78_3,q78_4,q78_5,q79_1,q79_2,q79_2_2,q79_3,q79_3_3,q79_4,q79_4_2,q80_1,q80_1_3,q80_2,q80_2_3,q80_3,q80_3_3,q80_4,q80_4_3,q81_1,q81_2,q81_2_2,q81_3,q81_3_4,q82_1,q82_2,q82_2_3,q82_3,q82_3_3,q82_4,q83_1,q83_2,q83_3,q84_1,q84_2,q84_3,q84_4,q84_5,q84_6,q84_7,q85_1,q85_2,q85_3,q85_4,q85_5,q85_6,q86_1,q86_2,q86_3,q86_4,q86_5,q87_1,q87_2,q87_3,q88,q89_1,q89_2,q89_3,q89_4,q89_5,q89_6,q89_7,q89_8,q89_9,q89_10,q90,q91_1,q91_2,q91_3,q91_4,q91_5,q91_6,q91_7,q91_8,q91_9,q91_10,q92,q93_1,q93_2,q93_3,q93_4,q93_5,q93_6,q93_7,q93_8,q93_9,q93_10,q94,q95,q96,q97,q98,q99,q100,q101,q102,q103,q104,q105,q106,q107,q108,q109,q110,q111,q112,q113,q114,q115,q116,q116_4,q117,q118,q119,q120,q121,q122,q123,q124,q125,q126,q127,q128,q129,q130_1,q130_2,q131,q132,q133,q134,q135,q136,q137,q138,q140,q141,q142_1,q142_2,q142_3,q142_4,q142_5,q142_6,q143,q144,q145_1,q145_2,q145_3,q145_4,q145_5,q145_6,q146,q147_1,q147_2,q147_3,q147_4,q147_5,q148_1,q148_2,q148_3,q148_4,q148_5,q149_1,q149_2,q149_3,q150_1,q150_2,q150_3,q151_1,q151_2,q151_3,q152,q153,q154,q155,weight
20180308,"1049",0,1,1,1995,6,2,3,2,".",0,,0,1,3,1,10,".",1,5,1.416666667,1,5,1.416666667,4,4,6,4,5,3,5,5,5,4,5,4,4,3,4,4,5,4,4,3,3,2,6,5,1,4,2,3,3,4,2,3,3,5,3,3,5,4,4,4,2,3,2,6,5,3,5,4,1,".",2,2,4,3,3,4,2,4,3,3,4,0,0,1,1,0,3,3,3,1,1,1,1,2,3,1,2,2,2,3,2,2,4,1,4,5,2,3,0,,2,2,3,3,3,0,"我覺得可以以程式來作事先幾本的評估考量，但後階段仍需有面試者進行人性化的衡量",3,1,3,2,3,3,4,1,"相關資料比對、催繳",5,4,4,4,4,3,4,5,5,4,3,3,3,5,3,3,5,5,4,3,3,4,5,4,4,4,6,3,4,3,7,3,6,4,3,5,5,5,5,3,4,4,3,4,2,5,4,3,1,1,".",1,".",,".",2,".",,".",,".",2,".",0,,".",4,"以上皆是",1,2,".",,".",,2,3,3,2,3,5,5,3,3,3,3,2,2,3,4,3,4,4,5,3,3,3,1,4,3,1,1,0,0,0,0,1,0,0,".",2,1,1,0,0,0,0,0,0,0,".",2,1,1,0,0,0,0,1,0,0,".",1,5,2,2,3,2,7,1,2,1,98,1,3,2,1,1,4,4,2,0,1,15,1,".",2,2,1,2,1,2,2,2,2,98,1,1,2,1,0,1,5,4,1,2,,1,4,1,1,1,0,1,0,0,".",1,2,1,0,0,0,0,".",7,3,4,4,4,4,5,2,4,5,3,4,5,3,4,5,4,4,4,2,1,2,,,1.02
20180310,"0612",0,1,0,1981,1,2,3,6,".",1,1,0,1,3,1,17,".",5,7,5.583333333,5,7,5.583333333,4,3,5,3,5,2,4,6,5,5,5,4,4,4,3,4,4,4,4,2,6,5,2,4,3,1,2,3,4,2,4,3,1,4,3,4,4,3,4,4,3,5,5,6,4,4,4,3,5,".",2,2,2,2,2,4,2,4,1,2,4,1,0,0,1,0,3,4,3,1,1,1,1,2,1,1,2,4,4,2,1,2,4,4,5,5,2,3,0,,2,2,3,2,3,0,"能力容易量化，但人的個性情緒等不容易量化做為一致的標準",3,1,1,3,3,3,4,1,"鐵路養護",5,5,4,5,5,5,5,5,5,5,4,5,4,4,2,3,5,2,5,5,3,4,4,4,4,4,4,5,4,4,9,7,4,5,5,5,4,4,2,4,5,4,4,6,4,3,4,5,1,1,".",2,".",,".",1,".",2,".",2,".",,".",1,1,".",,".",0,,".",1,".",0,1,0,0,2,4,1,4,1,5,3,3,2,1,4,2,3,5,5,5,4,4,5,2,5,4,0,0,1,0,1,0,0,0,0,".",2,0,0,1,0,1,0,0,0,0,".",2,0,0,1,0,1,0,0,0,0,".",1,3,4,3,3,3,2,6,1,1,2,1,1,2,1,1,1,5,2,1,,1,2,".",1,2,1,1,1,1,1,1,2,2,2,2,1,0,40,4,6,2,0,2,,1,2,1,1,0,1,0,0,0,".",0,,,,,,,".",2,4,5,5,4,4,5,6,3,5,3,5,6,6,5,6,6,3,1,5,1,1,1,1,1.11
20180311,"0567",0,1,1,1985,6,1,4,2,".",0,,0,2,9,2,19,".",3,10,3.833333333,10,9,10.75,1,2,5,3,6,1,3,1,4,4,3,4,3,3,3,3,3,3,3,3,4,1,5,2,3,6,0,0,3,1,5,1,3,3,1,6,3,4,3,4,3,4,4,6,4,3,4,3,5,".",5,2,3,3,1,5,1,4,2,4,4,0,1,0,0,0,3,4,3,3,1,1,1,2,2,1,3,4,3,3,2,5,2,4,4,5,2,2,0,,2,2,3,2,3,0,"人的互動相當主觀",2,1,2,2,3,3,5,1,"資料登打",3,3,4,4,3,3,4,3,4,4,2,3,4,4,4,4,6,4,3,3,4,6,4,4,6,6,5,6,2,3,2,5,4,5,6,6,4,4,4,3,6,2,3,5,3,4,3,3,2,,".",,".",1,".",2,".",,".",,".",2,".",1,1,".",,".",1,1,".",,".",,3,2,3,4,5,5,4,2,6,5,2,2,3,4,4,2,4,3,3,3,3,2,2,4,4,1,0,0,0,1,0,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",0,,4,1,1,2,1,10,3,3,2,2,1,2,2,1,1,4,1,0,1,2,4,"很弱",1,1,1,2,2,1,2,1,2,1,2,1,2,0,30,4,8,3,1,2,,1,1,0,,,,,,,".",1,1,1,0,0,0,0,".",7,4,4,5,4,4,5,4,2,5,4,4,6,5,5,5,5,4,3,2,1,1,1,1,.94
20180312,"0644",0,1,1,1989,1,2,4,2,".",1,1,0,2,6,1,17,".",1,4,1.333333333,1,4,1.333333333,4,4,5,3,4,2,3,4,6,6,4,6,6,5,5,5,5,4,4,3,3,5,4,6,1,2,0,3,5,0,8,0,5,5,2,4,4,2,4,2,2,5,5,5,4,5,4,3,1,".",2,2,3,4,3,2,4,2,2,3,5,0,1,0,1,0,4,4,4,1,1,3,3,2,1,1,2,4,3,3,2,5,4,4,5,5,4,3,0,,1,2,2,2,3,0,"無法判斷人格特質",3,1,3,3,1,3,4,1,"報表彙整及稽催作業",5,5,3,5,5,5,5,5,5,5,4,5,4,3,4,3,5,4,4,4,5,5,5,5,4,4,5,4,3,4,1,7,2,5,3,5,5,5,3,4,5,5,5,5,5,5,4,4,2,,".",,".",1,".",1,".",2,".",1,".",,".",1,1,".",,".",0,,".",2,".",0,3,3,2,5,6,4,6,6,6,4,2,2,2,4,4,4,5,5,5,4,4,4,2,3,4,1,1,1,0,1,1,1,0,0,".",3,1,1,0,0,1,0,0,0,0,".",2,0,1,0,0,1,0,0,0,0,".",0,,4,3,3,3,2,9,3,3,1,1,3,2,1,3,1,5,2,0,0,,,".",1,1,1,1,1,1,2,2,1,1,1,1,1,0,10,3,8,3,0,2,,0,1,1,2,1,0,0,1,0,".",0,,,,,,,".",10,5,5,4,5,5,4,1,3,3,3,5,2,2,4,4,3,3,4,2,2,,,,.94
20180313,"0573",0,1,1,1970,1,3,3,3,".",1,1,0,2,7,1,13,".",5,11,5.916666667,7,6,7.5,4,4,6,4,6,3,5,6,6,5,6,6,6,3,5,5,6,6,4,4,6,4,3,5,1,2,0,2,4,4,4,2,7,2,2,6,1,1,3,1,1,6,6,1,1,6,1,1,1,".",5,3,1,1,4,5,5,3,4,5,5,1,0,0,1,0,4,4,3,3,1,1,3,2,3,3,3,3,3,2,1,4,5,5,5,5,4,3,0,,2,2,3,2,3,0,"人格特質不易被電腦分析",2,1,3,1,3,2,4,0,".",4,4,5,5,5,5,5,5,6,5,4,3,4,4,3,6,5,4,3,5,4,4,4,5,6,4,5,5,3,5,5,7,2,5,4,5,5,5,5,3,6,5,5,5,2,5,4,5,2,,".",,".",1,".",1,".",2,".",3,"我會試圖以三贏的局面處理此問題",,".",0,,".",2,".",0,,".",2,".",0,1,1,1,2,4,1,3,2,4,2,2,2,1,3,2,3,4,4,5,2,2,1,1,4,2,0,0,0,0,1,0,0,0,0,".",2,0,1,0,0,0,0,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",0,,3,2,2,1,2,1,4,4,2,1,4,3,1,3,1,5,4,0,98,,,".",1,1,1,1,1,1,1,1,1,1,2,1,1,2,30,2,7,3,1,2,,1,1,1,2,0,1,0,0,0,".",1,2,0,1,0,0,0,".",9,5,3,5,4,6,5,2,3,5,3,5,5,5,5,5,5,5,4,2,1,1,2,,.94
20180314,"0487",0,1,0,1974,6,2,3,3,".",0,,0,1,2,1,9,".",4,3,4.25,4,3,4.25,4,4,6,4,5,5,5,6,6,5,5,4,5,4,5,4,5,5,4,4,5,6,3,4,1,2,3,3,3,3,3,3,3,2,3,5,4,5,5,2,1,4,4,5,5,4,4,2,1,".",5,4,2,2,5,5,4,4,2,4,4,0,0,0,1,0,3,3,3,3,1,3,1,2,1,1,3,3,3,3,2,4,4,3,4,4,3,3,0,,2,2,3,3,3,1,"公平",2,2,1,1,3,3,4,1,"文書處理",4,5,3,4,4,5,5,5,5,4,3,3,4,4,4,4,6,3,4,4,5,5,4,5,6,6,5,6,4,4,6,5,2,5,5,5,4,4,2,3,5,4,5,6,5,5,5,5,2,,".",,".",1,".",2,".",,".",,".",1,".",0,,".",3,".",0,,".",2,".",0,2,2,2,3,3,5,3,3,3,2,4,2,2,4,3,4,4,4,5,3,4,5,2,5,4,0,1,0,0,1,0,1,0,0,".",2,0,1,0,0,0,0,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",0,,4,4,4,2,2,7,4,4,2,4,1,98,1,4,98,98,1,0,0,,,".",1,1,1,3,3,3,3,3,3,1,3,3,3,1,0,98,6,3,1,3,0,1,1,0,,,,,,,".",0,,,,,,,".",6,4,5,4,5,4,5,3,3,4,4,4,5,5,4,4,4,4,4,3,1,1,1,1,1.11
20180315,"0645",0,1,1,1974,6,2,4,7,".",0,,1,3,10,1,8,".",18,5,18.41666667,18,5,18.41666667,4,3,5,2,3,2,3,2,5,5,5,5,5,3,5,4,4,4,4,5,3,4,6,2,1,5,5,8,8,8,8,2,10,4,1,6,1,5,6,2,1,5,5,5,5,5,5,2,2,".",5,2,1,5,5,2,1,3,2,3,6,0,1,0,1,0,4,4,4,1,1,3,3,2,1,1,3,3,3,3,1,3,5,2,4,5,2,1,0,,2,2,3,2,4,0,"應對、機靈程度、人格、價值觀等無法電腦判斷",3,3,3,3,3,4,5,1,"製藥流程",6,6,6,6,6,6,6,6,6,6,6,6,5,4,2,1,6,2,5,5,3,4,5,6,2,4,5,3,5,2,4,7,9,4,2,6,6,5,1,3,6,6,5,6,6,6,6,6,2,,".",,".",1,".",1,".",2,".",2,".",,".",1,1,".",,".",1,2,".",,".",,3,3,3,5,5,3,3,3,3,1,3,2,2,4,3,3,6,6,6,5,5,1,1,5,3,0,0,0,1,1,0,1,0,0,".",2,0,1,0,0,0,0,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",0,,2,2,2,2,2,10,1,1,2,1,1,2,97,1,1,4,1,0,0,,,".",2,2,1,1,2,2,1,1,1,2,2,2,1,1,10,4,4,3,1,3,0,1,1,1,2,0,1,0,0,1,".",0,,,,,,,".",7,5,4,3,4,4,4,2,2,4,2,6,4,4,5,3,2,6,6,2,1,1,1,1,1.01
20180316,"0804",0,1,1,1990,1,2,3,2,".",0,,0,2,7,1,18,".",3,7,3.583333333,3,7,3.583333333,4,6,5,3,4,3,5,5,5,5,5,4,4,3,3,4,4,4,3,3,5,2,3,1,4,6,2,2,3,1,3,1,2,4,2,3,4,4,4,3,3,3,3,4,3,4,4,4,1,".",5,4,3,3,4,4,4,4,6,6,4,0,0,1,0,0,4,3,3,3,1,3,1,2,1,2,2,3,2,3,2,2,3,1,4,4,1,2,0,,1,2,2,2,3,0,"求職者藉此鑽漏洞",3,1,3,3,3,2,4,1,"線上申辦",4,5,4,5,5,5,5,5,5,4,3,3,4,4,2,6,6,5,5,5,2,5,5,5,5,5,5,5,3,5,2,8,10,4,4,4,4,4,3,4,5,5,5,5,4,6,4,3,1,2,"避免打草驚舌",2,".",,".",1,".",2,".",2,".",,".",0,,".",2,".",0,,".",2,".",1,2,1,1,1,2,3,1,3,2,1,3,4,3,3,3,2,5,4,6,3,4,5,2,4,2,0,0,0,0,1,0,0,0,0,".",2,1,0,0,0,0,0,0,0,0,".",2,0,1,0,0,0,0,0,0,0,".",0,,3,3,2,3,1,1,3,1,3,3,3,2,3,1,3,5,2,0,0,,,".",1,1,7,,,,,,,,,,,,,2,8,3,1,3,0,1,2,0,,,,,,,".",0,,,,,,,".",3,2,2,2,2,2,3,4,4,4,3,4,5,4,3,3,3,3,3,1,2,,,,.94
20180317,"0519",0,1,1,1988,6,2,3,2,".",0,,0,1,3,1,16,".",1,10,1.833333333,1,10,1.833333333,4,4,5,3,4,3,5,5,5,5,5,4,3,2,4,5,4,4,3,4,5,3,2,1,4,6,4,3,5,3,5,3,5,4,2,5,5,4,4,3,2,3,3,5,4,4,4,3,1,".",5,4,4,3,4,5,3,3,3,3,4,1,0,1,0,0,4,3,2,3,1,1,1,2,1,2,2,4,2,3,1,5,5,4,4,5,3,4,0,,2,2,2,2,3,0,"電腦程式無法正確評估每個人的處世應對方式與性格。",2,1,2,3,3,2,4,1,"宣導活動",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,3,5,4,4,5,5,4,5,3,4,5,2,6,3,5,4,3,3,5,3,5,4,4,5,5,4,5,5,1,1,".",2,".",,".",1,".",2,".",1,".",,".",1,1,".",,".",0,,".",2,".",0,3,3,3,4,5,3,4,4,5,4,3,2,2,4,4,4,4,4,5,4,4,4,3,3,4,0,1,1,0,1,0,1,0,0,".",1,0,0,0,0,0,0,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",0,,3,3,2,3,1,2,3,1,2,2,3,2,1,1,1,4,1,0,1,1,1,".",1,1,7,,,,,,,,,,,,,3,7,2,2,3,0,1,1,0,,,,,,,".",0,,,,,,,".",7,5,6,5,4,5,4,2,3,4,3,4,3,3,6,6,6,4,4,3,1,1,1,2,1.02
20180318,"0806",0,1,0,1979,1,2,4,2,".",1,1,0,2,9,1,4,".",2,10,2.833333333,14,10,14.83333333,4,4,4,4,3,3,5,5,4,4,3,3,3,3,4,4,4,4,3,2,4,2,1,3,6,5,2,2,6,5,5,0,1,4,1,5,4,4,5,5,4,6,6,6,3,5,4,4,1,".",4,2,4,4,5,5,4,6,4,4,4,0,1,1,0,0,2,3,3,3,1,2,1,2,1,1,2,3,3,3,1,4,4,1,1,5,1,3,0,,1,1,3,2,3,0,"應徵者個人特質",2,2,2,1,1,4,5,1,"不動產估價",4,4,2,4,3,3,5,3,5,2,3,3,4,4,4,5,6,3,3,2,3,5,4,4,5,5,5,5,3,3,2,6,5,2,6,6,2,2,5,3,5,3,3,5,5,5,5,4,2,,".",,".",1,".",2,".",,".",,".",2,".",1,1,".",,".",1,2,".",,".",,3,3,3,3,5,5,5,4,4,2,4,3,2,4,4,3,4,3,5,3,2,2,1,6,4,1,0,1,0,1,0,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",1,3,4,4,3,2,1,2,2,1,2,1,1,2,1,1,1,4,1,0,0,,,".",1,1,1,2,2,2,2,2,2,2,1,1,2,1,30,4,7,4,1,3,0,1,1,0,,,,,,,".",0,,,,,,,".",6,4,3,4,3,3,4,4,4,4,4,6,6,6,5,5,5,5,5,1,1,2,,,.99
20180321,"0605",0,1,1,1984,6,2,4,2,".",0,,0,2,7,1,10,".",4,8,4.666666667,4,8,4.666666667,4,4,5,4,4,2,3,5,5,5,5,4,4,3,4,4,4,4,4,3,5,4,2,6,1,3,0,1,1,2,3,3,2,1,1,6,1,1,4,1,1,4,4,4,2,4,2,2,1,".",4,2,2,2,2,4,3,3,2,4,4,0,1,1,1,0,3,3,2,3,1,2,1,1,1,1,3,3,3,2,1,4,3,1,4,5,1,2,0,,2,1,2,2,4,0,"假設電腦輸入特定程式的內容外流，這樣篩進來的人選就是取得「遊戲規則」的人；而所謂人格特質也能依著設定「造假」⋯⋯",1,1,2,2,2,2,4,0,".",5,4,5,4,5,4,3,4,4,3,3,4,4,3,4,4,4,4,3,3,4,4,4,4,5,4,5,6,3,3,1,7,2,5,4,6,4,4,3,3,4,4,4,6,4,6,4,4,1,1,".",3,"放走兩個牧羊人，但派一個人跟隨至本次任務完成。",,".",3,"不引產，行政罰鍰，分期繳款。",3,"可能有其他執行方式可採用。",3,"政策在制定時通常會有其他折衷執法方式，並給予公務員裁量權，會想要充分利用這個裁量空間。但如果真的是在共產國家，毫無裁量權與個案討論空間，可能就只好改變態度⋯⋯",,".",0,,".",3,".",1,3,"只是要爭取時間。而且覺得B響應納粹的表現，應該會讓他在被德軍調查與審訊過程中不那麼「辛苦」，就也有很大的機會證明他不是真的兇手。",,".",,3,3,2,5,5,6,5,3,6,5,2,2,2,4,4,4,4,5,6,4,3,2,1,4,4,1,0,1,0,1,0,1,0,0,".",2,1,1,0,0,0,0,0,0,0,".",2,1,1,0,0,0,0,0,0,0,".",1,20,3,2,3,2,7,8,94,97,97,97,2,2,1,1,4,5,1,0,0,,,".",1,1,7,,,,,,,,,,,,,4,7,3,1,3,0,1,1,1,1,1,0,0,1,1,".",0,,,,,,,".",9,4,4,4,4,4,3,1,1,4,1,2,3,2,5,5,4,3,3,3,2,,,,.94
20180325,"0623",0,1,1,1981,1,2,4,2,".",1,1,0,2,8,2,19,".",4,0,4,7,4,7.333333333,4,2,6,3,6,3,4,6,6,5,5,4,6,6,6,6,6,6,5,5,1,2,3,4,5,6,5,5,8,5,5,2,5,3,1,4,2,1,4,1,1,5,4,3,3,4,4,2,1,".",5,2,2,3,3,1,3,1,2,3,6,1,0,0,1,0,4,4,4,3,1,1,1,3,3,3,3,4,3,3,1,2,2,2,2,4,2,2,0,,2,3,3,3,2,0,"人性",3,3,1,1,3,4,4,0,".",4,4,4,5,5,4,5,6,5,4,2,4,2,3,4,5,5,4,3,4,5,5,6,5,5,5,6,4,3,4,1,6,2,3,6,5,5,4,5,3,5,4,4,5,5,5,5,5,1,1,".",2,".",,".",1,".",1,".",3,"應該有其他解套方案",,".",1,1,".",,".",1,2,".",,".",,4,4,3,5,6,6,5,2,6,5,2,3,1,4,4,4,4,3,6,3,4,5,2,3,4,1,1,0,0,1,0,1,0,0,".",2,1,1,0,0,0,0,0,0,0,".",2,1,1,0,0,0,0,0,0,0,".",0,,3,2,2,2,2,10,1,3,4,4,4,2,2,4,1,6,1,0,0,,,".",98,98,6,,,,,,,,,,,,,98,5,2,0,2,,1,2,1,3,1,0,0,0,0,".",0,,,,,,,".",10,5,5,5,5,3,3,1,1,1,2,1,2,1,3,3,4,2,1,1,2,,,,.94
20180327,"0654",0,1,0,1983,6,2,4,2,".",0,,0,2,7,1,14,".",5,6,5.5,7,3,7.25,4,4,6,5,5,6,6,6,6,6,6,6,6,4,5,5,6,6,6,5,1,2,4,3,5,6,0,4,3,5,6,6,6,4,1,6,2,4,3,1,1,6,6,6,2,6,4,4,1,".",4,2,3,2,4,4,4,4,3,5,5,1,0,0,0,0,3,2,2,1,1,3,1,2,1,2,3,4,2,3,2,1,3,1,1,5,2,2,0,,2,1,2,3,3,0,"機器是死的 人是活的，人是有感情的動物。",1,1,1,1,3,2,4,0,".",4,6,4,6,6,6,6,6,6,6,6,6,4,4,4,4,5,5,6,6,5,6,4,6,6,6,5,6,3,6,6,2,1,4,6,5,4,4,6,4,5,5,5,6,6,3,4,6,2,,".",,".",2,"保住更多人的性命",1,".",2,".",1,".",,".",1,1,".",,".",0,,".",3,"德軍為何要相信一個戰俘的話，風險太高",0,2,3,2,3,3,4,3,3,3,2,4,3,3,4,4,4,5,5,6,6,4,6,1,1,4,1,1,0,0,0,0,1,0,0,".",2,1,1,0,0,0,0,0,0,0,".",2,1,0,0,0,0,0,0,0,0,".",1,2,4,4,3,3,2,7,98,1,2,4,1,2,1,97,1,5,98,98,98,,,".",1,1,8,,,,,,,,,,,,,92,7,3,1,3,0,1,1,1,2,0,0,0,0,0,"庶務",0,,,,,,,".",9,4,4,5,2,1,4,1,3,5,3,3,5,5,3,5,5,3,2,4,2,,,,.99
20180328,"0681",0,1,1,1993,6,1,3,2,".",0,,0,2,7,1,4,".",3,3,3.25,4,3,4.25,4,6,5,3,3,4,5,6,5,5,5,5,5,3,5,5,5,5,4,5,5,4,3,2,1,6,1,3,2,2,2,3,3,5,3,5,5,2,4,3,3,4,4,5,5,4,4,3,5,".",2,2,3,3,3,4,3,4,4,3,5,0,1,1,0,0,3,4,3,1,1,2,1,2,3,3,2,3,3,2,2,5,4,3,3,5,2,3,0,,2,2,3,2,3,0,"缺乏觀察面向",3,2,1,1,3,2,4,0,".",3,4,3,4,4,4,5,4,5,4,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,6,5,6,5,4,6,8,1,4,5,5,3,3,3,3,5,3,4,5,4,6,4,3,1,1,".",2,".",,".",2,".",,".",,".",1,".",1,1,".",,".",1,2,".",,".",,4,4,4,4,4,5,5,4,5,3,3,3,3,4,4,4,4,4,5,3,3,3,3,3,4,1,1,1,0,1,0,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",0,,3,2,3,3,2,1,1,3,3,2,1,2,1,1,1,5,4,1,,1,1,".",1,2,7,,,,,,,,,,,,,2,5,3,1,2,,1,2,0,,,,,,,".",0,,,,,,,".",6,5,5,5,5,5,4,3,4,4,4,5,5,5,4,4,5,5,5,3,1,1,1,1,.94
20180329,"0513",0,1,1,1988,6,1,3,2,".",0,,0,1,5,1,24,"社區發展",7,4,7.333333333,7,4,7.333333333,4,6,5,4,5,4,6,5,5,5,5,4,4,3,4,5,4,4,4,3,5,6,2,4,1,3,7,2,2,0,2,3,5,5,4,3,5,5,4,4,4,3,2,4,5,4,5,5,5,".",3,3,4,4,5,5,5,5,5,4,4,0,0,1,0,0,3,3,3,1,1,1,1,2,3,1,2,4,3,2,2,3,4,2,2,5,4,4,0,,2,1,3,3,2,1,"公平",3,2,3,3,3,4,4,1,"租借場地服務",5,5,3,5,4,4,4,4,4,4,4,4,3,3,3,5,5,4,4,4,3,4,4,4,4,4,4,5,4,4,6,2,5,3,5,5,4,4,5,4,6,4,5,6,5,3,5,4,1,1,".",1,".",,".",2,".",,".",,".",2,".",0,,".",2,".",0,,".",2,".",0,1,1,1,2,2,2,2,2,3,2,2,2,2,4,3,4,4,4,4,4,4,4,2,4,3,1,1,1,0,0,0,0,0,0,".",2,1,0,0,0,0,0,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",0,,3,2,2,2,6,10,2,4,1,1,1,2,1,1,1,5,1,0,0,,,".",1,1,7,,,,,,,,,,,,,2,5,3,1,2,,1,3,1,2,1,0,0,0,0,".",1,2,1,1,0,0,0,".",8,4,5,4,4,4,4,3,4,4,3,6,5,5,6,6,6,5,5,3,1,1,1,1,1.02
20180331,"0509",0,1,1,1992,6,2,3,1,".",0,,0,1,1,2,19,".",2,4,2.333333333,2,4,2.333333333,4,4,5,2,4,3,4,4,5,4,5,4,5,3,3,4,4,4,3,3,6,2,4,3,1,5,2,0,3,0,2,0,2,5,2,5,6,2,6,5,4,1,3,4,2,2,6,2,1,".",1,1,2,2,2,3,1,4,1,2,4,0,0,1,0,0,2,3,3,1,1,2,1,2,1,1,3,4,3,3,2,5,2,3,5,5,4,4,0,,2,2,4,4,2,1,"希望撇除靠關係或靠背景，或考官個人喜好(外表)等因素",2,1,3,3,3,4,2,1,"翻譯",5,5,5,5,6,4,5,3,4,3,4,3,3,3,3,3,4,2,3,3,4,4,4,4,3,5,6,4,3,4,7,5,4,5,5,5,3,4,1,2,4,3,2,2,4,3,5,6,2,,".",,".",1,".",3,"如果孕婦是知法犯法，無可負責之親戚，引產。非知法犯法，又可找到其他負責之親戚，留著。",,".",,".",,".",0,,".",3,".",1,1,".",,".",,3,3,3,4,3,4,4,3,5,3,3,2,2,4,3,2,4,3,4,5,4,4,1,2,3,0,0,0,1,0,0,1,0,0,".",3,1,1,0,1,0,0,0,0,0,".",2,1,1,0,0,0,0,0,0,0,".",1,3,2,2,3,2,1,7,4,1,2,4,97,2,1,1,2,2,1,1,,19,2,".",2,2,1,1,1,1,2,2,1,1,1,1,1,1,50,4,4,2,1,3,0,1,1,0,,,,,,,".",0,,,,,,,".",7,1,1,1,1,1,3,1,1,4,2,5,5,5,3,4,4,2,3,2,1,2,,,1.02
20180332,"0499",0,1,0,1978,1,2,4,6,".",1,1,0,1,5,1,17,".",1,0,1,9,0,9,4,3,6,6,6,5,5,4,6,6,6,6,6,6,5,5,5,5,5,5,6,5,3,2,1,4,0,0,2,0,0,1,3,1,6,2,4,1,1,4,1,6,6,5,5,5,1,1,1,".",5,2,1,3,4,4,4,4,3,4,3,0,1,0,1,0,4,2,2,1,1,1,1,1,1,2,3,4,4,3,1,2,5,2,2,5,5,5,0,,1,3,4,3,3,0,"人心易變",3,3,1,2,3,4,5,1,"採購",5,6,4,5,5,5,5,5,5,5,4,4,4,4,4,3,5,3,4,4,3,4,4,4,4,4,4,4,4,3,2,5,6,4,4,4,3,3,3,3,5,5,5,5,4,5,6,5,2,,".",,".",1,".",2,".",,".",,".",2,".",1,1,".",,".",0,,".",2,".",0,1,1,2,3,3,4,4,4,4,4,2,2,2,2,2,2,5,5,5,5,5,6,1,1,2,0,0,0,0,0,1,0,0,0,".",2,0,0,0,0,0,1,0,0,0,".",2,0,0,0,0,0,1,0,0,0,".",0,,2,2,2,3,2,9,1,1,2,1,2,2,1,97,1,3,4,0,0,,,".",2,2,6,,,,,,,,,,,,,3,3,3,3,2,,1,4,1,2,0,1,0,0,0,".",0,,,,,,,".",9,4,4,4,4,4,4,3,4,4,4,5,5,5,5,5,5,5,5,1,2,,,,1.11
