id,id2,q0,q1,q2,q3,q4,q5,q6,q7,q7_14,q13,q14,q15,q16_1,q16_2,q17,q18,q18_24,q21_1,q21_2,q21_3,q22_1,q22_2,q22_3,q24,q25,q26_1,q26_2,q26_3,q26_4,q26_5,q26_6,q27_1,q27_2,q27_3,q27_4,q27_5,q27_6,q28_1,q28_2,q28_3,q28_4,q28_5,q28_6,q29_1,q29_2,q29_3,q29_4,q29_5,q29_6,q30_1,q30_2,q30_3,q30_4,q30_5,q30_6,q30_7,q31_1,q31_2,q31_3,q31_4,q31_5,q32_1,q32_2,q32_3,q32_4,q32_5,q33_1,q33_2,q33_3,q33_4,q33_5,q34,q34_6,q35,q36,q37_1,q37_2,q39_1,q39_2,q39_3,q39_4,q39_5,q39_6,q39_7,q40_1,q40_2,q40_3,q40_4,q40_5,q41_1,q41_2,q41_3,q42,q43,q44,q45,q46,q47,q48,q49,q50,q51,q52,q53,q54_1,q54_2,q54_3,q54_4,q54_5,q54_6,q54_7,q55,q56,q57,q58,q59,q60,q61,q62,q63,q64_1,q64_2,q64_3,q64_4,q64_5,q65,q66,q67,q68,q69_1,q69_2,q69_3,q69_4,q69_5,q69_6,q69_7,q69_8,q69_9,q69_10,q69_11,q69_12,q70_1,q70_2,q70_3,q71_1,q71_2,q71_3,q71_4,q71_5,q72_1,q72_2,q72_3,q72_4,q72_5,q72_6,q72_7,q72_8,q72_9,q72_10,q73,q74,q75,q76_1,q76_2,q76_3,q76_4,q76_5,q77_1,q77_2,q77_3,q77_4,q77_5,q78_1,q78_2,q78_3,q78_4,q78_5,q79_1,q79_2,q79_2_2,q79_3,q79_3_3,q79_4,q79_4_2,q80_1,q80_1_3,q80_2,q80_2_3,q80_3,q80_3_3,q80_4,q80_4_3,q81_1,q81_2,q81_2_2,q81_3,q81_3_4,q82_1,q82_2,q82_2_3,q82_3,q82_3_3,q82_4,q83_1,q83_2,q83_3,q84_1,q84_2,q84_3,q84_4,q84_5,q84_6,q84_7,q85_1,q85_2,q85_3,q85_4,q85_5,q85_6,q86_1,q86_2,q86_3,q86_4,q86_5,q87_1,q87_2,q87_3,q88,q89_1,q89_2,q89_3,q89_4,q89_5,q89_6,q89_7,q89_8,q89_9,q89_10,q90,q91_1,q91_2,q91_3,q91_4,q91_5,q91_6,q91_7,q91_8,q91_9,q91_10,q92,q93_1,q93_2,q93_3,q93_4,q93_5,q93_6,q93_7,q93_8,q93_9,q93_10,q94,q95,q96,q97,q98,q99,q100,q101,q102,q103,q104,q105,q106,q107,q108,q109,q110,q111,q112,q113,q114,q115,q116,q116_4,q117,q118,q119,q120,q121,q122,q123,q124,q125,q126,q127,q128,q129,q130_1,q130_2,q131,q132,q133,q134,q135,q136,q137,q138,q140,q141,q142_1,q142_2,q142_3,q142_4,q142_5,q142_6,q143,q144,q145_1,q145_2,q145_3,q145_4,q145_5,q145_6,q146,q147_1,q147_2,q147_3,q147_4,q147_5,q148_1,q148_2,q148_3,q148_4,q148_5,q149_1,q149_2,q149_3,q150_1,q150_2,q150_3,q151_1,q151_2,q151_3,q152,q153,q154,q155,weight
20180525,"0735",0,1,0,1969,6,2,4,6,".",0,,0,2,9,2,19,".",5,4,5.333333333,7,7,7.583333333,1,2,5,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,6,5,2,1,1,1,2,3,3,1,1,1,2,5,2,2,4,2,2,4,4,3,2,5,4,3,5,".",2,2,4,2,3,2,2,2,3,3,3,1,0,0,1,0,4,4,3,3,1,1,1,2,3,2,3,4,4,3,1,1,4,3,2,5,4,5,0,,1,3,4,4,1,1,"排除人性喜好與刻板印象。",3,3,3,3,3,5,5,1,"公文自動處理",4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,4,4,4,4,4,4,4,3,4,3,4,10,4,3,3,3,4,4,3,3,3,4,3,4,4,4,4,3,4,1,1,".",1,".",,".",1,".",2,".",1,".",,".",0,,".",3,".",0,,".",2,".",0,3,2,1,4,5,3,4,3,4,2,4,4,4,4,3,3,6,6,6,4,4,4,3,3,3,1,1,1,0,1,1,1,0,1,".",1,0,0,0,0,0,0,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",0,,3,3,3,2,2,1,2,3,2,3,2,1,94,97,1,94,9,0,0,,,".",95,1,6,,,,,,,,,,,,,1,5,2,1,1,,,,1,1,0,0,1,0,0,".",0,,,,,,,".",7,3,3,3,3,3,3,2,2,2,2,3,2,2,4,4,4,3,3,3,2,,,,.99
20180526,"0632",0,1,0,1988,6,2,4,6,".",0,,0,2,7,1,17,".",3,2,3.166666667,3,2,3.166666667,4,6,4,2,4,3,4,5,4,5,4,4,3,2,4,4,4,5,4,4,6,4,2,3,1,5,2,2,4,0,5,3,2,3,1,6,1,1,3,1,1,6,6,1,1,6,3,1,5,".",2,1,1,1,4,4,2,5,1,1,4,1,1,1,0,0,3,3,3,3,3,2,3,1,2,2,2,4,3,2,1,2,2,2,4,5,2,1,0,,2,2,2,1,3,0,"資料真實性有疑慮",2,2,2,2,2,3,3,0,".",2,4,4,3,4,4,3,3,5,3,1,3,3,3,3,2,4,3,2,2,3,6,2,2,6,6,4,6,5,1,6,8,2,2,6,6,1,1,4,2,6,1,1,6,4,6,6,2,2,,".",,".",1,".",3,"針對本案提出新的對策",3,"前提是民主國家",2,".",,".",1,2,"使出較為機智的方法求答案",,".",1,3,"找機會救出B",,".",,2,3,3,3,3,6,2,2,5,3,2,1,1,4,4,3,2,4,5,1,4,6,1,2,2,1,1,0,0,0,0,0,0,0,".",2,0,1,0,0,0,0,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",0,,2,2,2,2,7,13,97,4,2,4,2,95,98,2,98,98,2,0,0,,,".",98,98,7,,,,,,,,,,,,,3,3,2,0,3,1,1,1,0,,,,,,,".",1,1,1,0,0,0,0,".",5,2,1,1,1,1,3,2,1,2,2,5,6,6,5,5,5,3,3,6,1,1,1,1,.99
20180527,"0939",0,1,0,1963,1,2,4,2,".",1,2,1,2,9,2,13,".",30,2,30.16666667,30,2,30.16666667,4,2,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,1,2,4,5,6,3,1,1,2,0,1,1,1,2,2,5,2,2,2,2,1,6,6,2,2,2,2,2,2,".",5,4,2,2,4,5,3,5,3,4,5,0,0,0,1,0,4,4,4,1,1,1,1,2,1,1,3,3,3,3,1,5,5,4,5,5,4,4,0,,2,2,3,3,2,0,"只能作參考用",2,2,2,2,2,4,4,1,"例行報表",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,1,5,7,5,3,5,5,5,3,4,4,4,4,5,4,3,3,3,1,1,".",1,".",,".",2,".",,".",,".",2,".",0,,".",2,".",1,2,".",,".",,2,2,2,2,3,3,3,3,3,3,3,3,2,3,2,2,5,5,5,5,5,2,2,5,3,0,0,0,0,1,0,0,0,0,".",2,0,0,0,0,1,0,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",0,,4,2,2,2,1,2,2,3,4,2,3,98,1,2,1,5,1,98,98,,,".",98,98,98,,,,98,98,98,98,98,98,98,0,0,1,5,3,1,3,1,1,1,0,,,,,,,".",1,1,1,1,0,0,0,".",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,.99
20180528,"0723",0,1,1,1980,1,2,4,2,".",0,,0,2,8,1,10,".",12,8,12.66666667,12,8,12.66666667,4,4,5,3,4,3,5,5,5,5,5,5,5,3,5,5,5,5,5,4,3,4,1,2,6,5,2,2,2,2,2,2,2,5,2,2,5,5,5,5,5,2,2,5,5,2,5,4,5,".",2,2,5,1,4,4,3,4,3,4,5,0,1,1,0,0,4,3,4,3,1,2,1,3,3,3,3,4,3,2,1,2,2,2,3,4,1,1,0,,2,1,4,3,2,0,"不專業",1,1,1,1,2,2,4,0,".",5,5,5,5,5,4,4,4,4,4,4,5,4,4,4,5,5,3,3,3,2,4,3,3,4,4,5,5,5,3,9,5,2,2,5,4,4,3,5,2,4,3,4,5,2,4,3,4,2,,".",,".",1,".",1,".",1,".",3,"中國大陸永遠有後門",,".",0,,".",3,".",0,,".",2,".",0,2,3,1,4,5,6,5,5,5,4,2,2,2,3,3,3,4,4,5,4,3,3,2,1,3,1,0,1,0,1,0,1,0,0,".",2,1,0,0,0,0,0,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",0,,3,2,3,2,2,10,4,4,97,2,1,2,1,1,98,6,1,0,0,,,".",1,1,7,,,,,,,,,,,,,91,7,3,1,3,0,1,2,0,,,,,,,".",1,2,1,0,0,0,0,".",6,3,3,3,4,3,4,3,4,4,3,5,4,3,5,5,5,4,4,2,1,1,1,1,.94
20180529,"0640",0,1,1,1977,6,2,3,5,".",0,,0,2,7,1,19,".",4,8,4.666666667,15,8,15.66666667,4,3,3,2,3,2,4,5,5,4,3,3,4,2,2,4,4,3,2,2,6,5,2,4,1,3,1,3,3,5,5,1,5,3,2,5,4,2,5,2,1,4,2,4,3,4,3,2,1,".",5,3,2,2,5,4,4,5,5,4,4,1,1,0,1,0,3,2,2,3,3,1,3,3,3,3,2,3,2,2,1,2,2,2,2,4,2,2,0,,2,1,2,2,1,0,"人的素質是無法用量化分析的，與其相信機器，我寧可相信人的直覺",2,1,1,1,1,2,2,0,".",4,4,4,5,4,4,5,4,5,5,4,4,4,4,2,4,4,4,3,3,3,5,4,3,4,6,4,5,3,3,6,5,8,4,5,5,3,2,3,2,5,3,4,4,3,4,4,3,1,1,".",3,"盡自己能力去觀察對方是否是敵軍，再決定怎麼做",,".",1,".",2,".",3,"跟家人討論後再決定怎麼做",,".",0,,".",2,".",0,,".",1,".",1,1,1,1,2,4,4,4,3,4,3,3,2,1,4,3,3,5,5,5,4,3,5,2,3,3,1,1,1,0,1,0,0,0,0,".",2,1,1,0,0,0,0,0,0,0,".",2,1,1,0,0,0,0,0,0,0,".",1,2,4,3,3,3,28,3,4,4,1,4,4,1,94,3,94,5,2,0,1,2,1,".",1,1,1,2,2,2,1,1,1,1,2,2,2,0,45,2,5,3,1,5,0,1,2,1,2,1,0,0,0,1,".",1,2,0,1,0,0,0,".",6,3,4,2,4,2,4,3,3,4,3,5,5,5,5,4,4,4,4,4,2,,,,.94
20180530,"0935",0,1,1,1990,1,2,4,2,".",0,,0,2,7,1,19,".",4,6,4.5,4,6,4.5,4,3,4,3,3,2,4,4,5,4,4,3,5,4,5,5,6,5,3,3,2,3,5,4,1,6,0,1,3,0,2,1,3,1,1,3,5,4,6,2,2,2,2,4,4,3,4,1,1,".",4,2,2,2,1,5,4,4,4,4,4,0,0,1,0,0,3,2,3,1,1,2,1,2,1,1,2,3,3,3,2,3,4,2,2,5,1,3,0,,2,1,2,2,3,0,"人格特質無法數據化",1,2,3,2,3,3,3,0,".",5,5,5,5,4,3,4,4,4,3,3,3,4,4,1,5,5,2,3,3,5,6,4,4,6,6,6,6,5,4,2,6,4,5,3,5,5,5,2,1,5,4,4,5,3,4,6,4,1,1,".",2,".",,".",2,".",,".",,".",1,".",0,,".",3,".",1,3,"他是德國人，沒有確切證據不一定會被定罪",,".",,1,1,1,1,1,1,1,1,2,1,3,1,1,4,4,3,4,4,6,4,3,5,1,4,4,1,0,1,0,1,0,1,0,0,".",2,1,0,0,0,0,0,0,0,0,".",2,1,0,0,0,0,0,0,0,0,".",1,4,4,2,4,2,10,1,2,1,2,1,2,2,1,1,2,4,1,1,,19,1,".",3,1,1,1,1,2,2,2,2,2,1,1,2,0,30,1,4,3,1,2,,1,1,1,2,0,0,0,1,0,".",0,,,,,,,".",5,5,5,5,6,6,5,2,4,5,4,5,5,5,5,4,4,4,4,3,1,1,2,,.94
20180531,"0880",0,1,0,1982,1,3,4,2,".",1,2,0,2,7,2,9,".",15,8,15.66666667,15,8,15.66666667,4,4,4,4,4,3,4,5,5,4,5,6,6,3,5,5,5,5,5,5,1,3,4,2,6,5,0,0,2,0,0,0,0,6,2,4,6,4,6,5,3,4,4,6,6,6,6,6,2,".",3,4,5,5,2,3,4,3,4,5,6,1,1,1,0,0,4,3,3,1,1,1,1,2,1,1,3,4,4,3,1,2,5,2,3,4,2,2,0,,2,3,3,3,2,1,"電腦少掉主觀意識，由條件選人",3,3,3,3,3,5,5,1,"電腦派遣勤務，簡單例行事務及報表電腦完成",5,6,5,5,5,5,6,6,4,4,4,4,4,4,4,5,6,3,4,5,3,3,4,5,6,6,6,6,6,4,9,2,5,6,3,6,6,3,3,3,6,3,4,5,4,4,4,6,2,,".",,".",1,".",2,".",,".",,".",1,".",1,1,".",,".",0,,".",2,".",0,3,3,3,4,4,2,4,5,6,4,3,2,3,2,4,3,5,5,5,3,3,5,4,3,4,1,0,1,0,0,0,0,0,0,".",2,1,1,0,0,0,0,0,0,0,".",2,1,1,0,0,0,0,0,0,0,".",1,1,4,3,2,3,1,2,1,3,97,4,3,2,94,1,1,4,4,1,,1,1,".",1,1,1,1,2,2,2,2,1,2,2,2,2,0,30,2,7,3,0,2,,0,1,0,,,,,,,".",0,,,,,,,".",8,2,3,1,3,3,4,4,4,4,3,4,2,4,2,4,4,3,3,2,2,,,,.99
20180532,"0579",0,1,1,1988,6,2,4,8,".",0,,0,2,8,2,20,".",5,5,5.416666667,7,8,7.666666667,4,2,5,4,5,4,5,5,5,5,5,4,5,5,5,5,5,5,4,5,3,4,6,5,1,2,3,2,2,2,2,2,3,4,1,5,3,2,4,3,1,4,6,4,4,4,3,2,2,".",4,2,1,2,3,5,4,5,5,5,5,0,0,0,1,0,4,4,4,1,1,1,1,2,1,1,3,3,2,3,2,1,3,1,4,5,2,1,0,,2,1,2,2,3,0,"雇用尚須看人品和互動，電腦程式無法判斷",1,2,2,3,3,2,4,0,".",5,5,5,5,5,5,5,4,4,3,2,2,4,4,3,4,5,5,4,4,6,6,5,5,5,5,5,5,5,5,7,1,2,5,5,5,5,5,5,3,4,5,5,5,2,5,5,6,2,,".",,".",1,".",2,".",,".",,".",2,".",0,,".",2,".",0,,".",2,".",0,3,2,2,3,3,4,3,2,3,2,3,2,2,4,4,4,4,3,4,3,4,2,2,3,4,0,1,1,0,1,0,1,0,0,".",3,1,1,0,0,0,0,0,0,0,".",2,1,0,0,0,0,0,0,0,0,".",1,2,1,3,2,3,1,10,1,4,4,1,4,2,1,4,4,4,1,0,0,,,".",2,2,1,1,1,1,2,2,2,1,1,1,2,0,15,4,7,3,0,2,,1,1,1,1,0,0,0,0,0,"層級節制",0,,,,,,,".",9,3,4,4,4,2,2,1,1,1,1,5,5,5,6,6,6,4,4,3,1,1,1,1,.94
20180535,"0925",0,1,1,1983,6,2,3,1,".",1,1,0,2,7,2,19,".",3,0,3,3,0,3,4,5,6,3,4,2,3,5,5,5,5,5,5,4,6,6,6,6,4,5,4,3,2,5,1,6,1,2,5,4,5,1,5,3,2,2,3,3,5,4,2,2,1,4,4,2,4,4,1,".",4,3,3,3,3,5,5,5,3,3,5,0,0,0,1,0,2,2,2,2,1,2,3,2,3,2,2,2,2,4,2,2,2,1,2,3,1,2,0,,2,2,2,1,4,0,"衡量一個人的能力並非單純以數據判斷",1,1,1,1,1,2,2,0,".",4,4,3,4,3,3,4,4,4,3,3,4,4,4,3,4,5,3,3,2,5,6,5,5,4,5,6,3,3,3,2,1,4,6,6,6,4,5,4,4,5,4,4,5,3,4,5,3,1,1,".",2,".",1,".",1,".",3,"國家政策有錯，即使公務員願意執行國家政策，仍不能涉及濫殺無辜",2,".",,".",0,,".",3,".",0,,".",2,".",1,2,2,3,3,3,3,3,3,4,3,3,3,2,4,4,2,4,4,4,2,2,6,2,3,4,1,0,0,0,1,0,1,0,0,".",1,0,0,0,0,0,0,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",1,10,3,2,3,2,12,13,3,1,3,4,1,2,1,1,2,2,1,1,,98,,".",1,1,1,91,91,1,2,2,2,1,1,1,2,0,30,2,5,2,1,4,0,2,2,0,,,,,,,".",0,,,,,,,".",8,2,2,2,2,2,1,2,2,3,2,6,6,6,6,6,6,4,4,4,1,1,1,2,.94
20180536,"0593",0,1,1,1991,6,2,3,6,".",0,,0,1,1,2,19,".",1,3,1.25,1,3,1.25,4,4,6,4,3,3,4,5,5,5,5,4,5,3,4,5,5,5,5,5,6,5,1,2,4,3,2,2,2,2,0,1,2,3,3,4,3,3,3,3,1,4,5,4,3,4,3,3,1,".",2,2,3,3,5,6,6,6,1,2,4,1,0,0,0,0,3,4,4,2,2,1,1,1,2,1,2,3,2,3,2,5,3,5,5,5,2,4,0,,2,2,3,2,3,0,"求才不只要會做事,也要懂做人",1,1,1,1,1,2,2,0,".",3,3,2,4,4,4,3,3,4,3,3,3,4,4,6,4,4,4,4,4,4,4,5,5,5,6,6,6,4,3,6,7,2,4,5,5,4,4,3,3,4,3,5,3,3,4,3,2,1,1,".",3,"加裝竊聽在牧羊人身上",,".",2,".",,".",,".",1,".",1,1,".",,".",0,,".",2,".",0,4,4,4,4,6,6,6,4,3,3,2,3,1,3,3,2,4,4,5,4,4,3,2,4,3,1,1,1,0,0,0,0,0,0,".",3,1,1,0,0,0,0,0,0,0,".",2,1,1,0,0,0,0,0,0,0,".",0,,3,2,2,2,8,10,2,1,2,2,98,2,98,97,1,97,1,0,1,18,1,".",1,1,7,,,,,,,,,,,,,1,9,3,1,3,1,1,3,1,3,0,0,0,0,0,"線上採購系統",0,,,,,,,".",10,5,5,5,5,5,5,3,5,5,3,5,5,5,6,6,6,5,4,2,1,1,1,1,1.02
20180537,"0822",0,1,0,1979,1,2,4,6,".",1,1,1,2,8,1,8,".",13,0,13,14,2,14.16666667,4,3,5,3,5,3,5,6,5,4,3,4,4,4,4,5,5,5,4,5,6,5,3,2,1,4,6,8,7,3,8,9,5,6,2,3,6,6,6,6,2,2,2,6,4,3,6,5,1,".",5,2,2,4,5,3,6,5,3,4,5,0,1,0,1,0,2,2,1,3,1,2,1,2,1,1,3,4,4,3,1,2,1,3,4,4,1,2,0,,2,2,2,2,3,0,"涉及決定雇用與否的因素太多，電腦程式難以全部掌握",1,1,1,1,1,2,4,1,"通知民眾、計算租金等無變化性之例行業務",5,6,6,5,5,4,4,6,4,5,3,4,4,4,2,3,5,3,3,3,5,6,5,4,5,5,5,3,3,3,3,2,6,2,5,5,3,3,5,3,6,3,3,4,6,3,3,5,1,1,".",2,".",,".",2,".",,".",,".",1,".",1,1,".",,".",1,2,".",,".",,2,3,1,3,4,6,3,3,5,3,2,2,2,2,4,4,3,5,5,4,5,5,1,3,4,1,1,0,0,1,0,0,0,0,".",2,1,1,0,0,0,0,0,0,0,".",3,1,1,0,0,0,0,0,0,0,".",1,10,3,2,2,1,7,10,2,1,3,3,1,2,2,1,1,4,1,1,,2,2,".",2,1,1,1,2,2,2,2,1,2,2,1,1,1,0,2,8,3,1,3,0,1,1,0,,,,,,,".",0,,,,,,,".",5,4,5,4,5,4,5,3,3,5,4,5,5,5,5,5,5,4,4,5,1,1,2,,.99
20180539,"0889",0,1,1,1987,6,2,3,9,".",0,,0,1,3,1,14,".",1,6,1.5,1,6,1.5,4,4,5,4,4,5,5,6,5,5,6,5,6,5,5,5,5,5,4,5,6,4,3,2,1,5,1,0,2,2,3,4,1,2,1,6,1,1,2,1,1,6,6,1,1,6,1,1,1,".",4,2,1,2,5,4,6,5,5,5,5,1,0,1,1,0,4,4,4,1,1,1,1,2,1,1,3,4,3,2,1,2,4,2,2,5,2,2,0,,2,3,3,3,3,1,"評分較客觀，不以個人意見為主要雇用理由",3,3,3,3,3,4,5,0,".",5,4,5,4,5,4,5,6,5,4,3,4,5,5,2,6,6,6,5,6,6,5,6,6,5,6,6,6,3,4,7,1,6,6,6,6,5,6,6,6,4,5,4,5,3,6,5,5,1,1,".",2,".",,".",2,".",,".",,".",1,".",0,,".",3,".",1,2,".",,".",,2,2,2,3,3,6,3,3,6,5,3,3,2,3,3,2,5,5,5,4,2,6,4,2,3,0,0,1,0,0,0,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",0,,1,1,1,1,2,8,4,4,4,4,4,2,4,4,1,5,97,0,0,,,".",1,2,1,1,1,1,2,2,1,2,1,2,1,1,0,91,9,2,1,3,0,2,1,0,,,,,,,".",1,3,1,0,0,0,0,".",7,5,6,5,5,6,4,3,6,6,6,6,6,6,5,4,5,5,5,3,2,,,,1.02
20180540,"0582",0,1,0,1981,1,2,3,2,".",1,2,1,2,9,2,19,".",6,0,6,14,4,14.33333333,1,2,5,4,5,3,5,6,5,3,5,4,5,3,5,5,5,5,4,5,1,4,5,6,3,2,0,0,2,0,0,0,0,5,2,5,4,4,5,5,2,2,2,6,5,2,3,4,1,".",2,2,2,4,5,5,5,5,5,5,5,0,1,0,1,0,4,4,4,1,1,3,3,2,3,3,3,4,4,1,2,4,1,2,1,5,1,1,0,,2,1,2,2,3,0,"電腦程式是人設計的，大腦太多思考無法由程式處理",1,1,2,3,3,2,4,1,"資料分析",4,4,4,5,5,5,6,4,4,4,3,4,4,4,4,5,5,3,3,4,4,6,4,4,5,6,6,4,3,4,2,6,1,5,5,5,3,3,5,3,6,4,5,6,4,6,5,5,1,1,".",3,"帶著一起走",,".",3,"再向上匯報，請示作法",2,".",3,"依匯報指示辦理",,".",0,,".",4,"己所不欲，勿施於人",0,,".",2,".",0,3,3,2,2,5,5,5,2,5,2,4,3,2,4,4,4,5,4,5,3,2,5,1,5,4,1,0,0,0,1,1,0,0,0,".",2,1,0,0,0,0,1,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",0,,4,2,1,2,10,2,2,1,2,2,1,2,2,1,1,4,1,1,,2,2,".",1,1,1,1,1,91,2,2,1,1,1,1,91,0,40,4,8,3,1,3,0,1,1,1,1,1,0,0,0,0,".",1,1,0,0,1,0,0,".",8,6,6,3,5,6,5,3,4,4,5,5,5,5,5,5,5,5,5,2,1,1,2,,.99
20180541,"0457",0,1,1,1990,6,2,3,2,".",0,,0,2,7,1,19,".",5,0,5,6,0,6,4,6,6,4,4,3,4,6,5,4,4,4,3,4,5,5,5,5,3,3,2,1,4,3,5,6,1,1,6,5,7,2,2,4,1,4,4,3,4,4,3,4,4,5,4,3,4,4,3,".",2,2,3,4,4,3,4,3,4,3,5,1,0,0,0,0,2,3,2,3,1,3,1,2,3,1,2,3,2,3,2,2,2,2,2,5,2,2,0,,2,1,2,3,2,0,"覺得可以由電腦排序，但雇用決定還是由人工決定較好，有些資訊電腦不能辨識或履歷不易呈現",3,1,2,1,3,2,4,0,".",4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,2,4,4,3,4,4,4,4,4,4,6,3,4,8,6,3,3,3,4,4,4,3,3,4,3,3,4,3,4,4,6,1,1,".",1,".",,".",1,".",2,".",2,".",,".",0,,".",2,".",0,,".",3,"不供出他可以讓他繼續對美軍俘虜好，而且也不一定逃得出去，或許有一天可以說服他幫助美軍俘虜逃脫",1,3,2,3,2,2,3,4,1,3,2,4,2,2,4,4,3,4,4,4,3,3,5,3,3,4,1,1,1,0,1,0,0,0,0,".",2,1,1,0,0,0,0,0,0,0,".",1,0,0,0,0,0,0,0,0,0,".",1,1,3,3,3,3,10,8,1,1,1,97,2,2,97,1,94,4,1,0,1,1,1,".",1,1,1,2,2,2,2,2,2,2,1,1,2,0,30,2,6,3,1,2,,1,1,1,1,1,0,0,0,0,".",0,,,,,,,".",5,4,3,2,2,4,3,2,2,3,1,4,4,2,4,3,4,4,4,3,1,1,1,1,.94
20180542,"0901",0,1,1,1989,6,3,3,1,".",0,,0,2,6,1,19,".",6,7,6.583333333,7,6,7.5,1,6,5,4,5,3,6,4,4,5,4,3,5,3,5,3,4,3,3,3,4,2,3,1,5,6,1,1,3,3,5,1,2,3,1,4,2,1,4,1,1,4,4,2,3,5,3,3,1,".",5,2,2,3,5,5,3,4,3,4,4,0,1,0,0,0,3,3,3,1,1,1,3,2,1,2,2,3,2,3,1,4,4,2,4,2,2,3,0,,2,1,2,2,3,0,"個人特質、工作態度無法被考量",1,3,3,3,3,2,4,1,"法規查詢",3,4,4,4,4,3,4,4,4,3,1,2,4,4,5,5,5,4,4,4,4,5,4,4,5,5,5,5,3,3,5,2,10,3,6,5,3,3,3,4,5,4,4,5,2,4,3,3,2,,".",,".",1,".",2,".",,".",,".",1,".",1,1,".",,".",1,2,".",,".",,2,3,2,3,2,4,3,3,2,2,2,2,2,4,4,2,4,4,4,2,2,2,1,4,3,0,0,1,0,1,0,1,0,0,".",1,0,0,0,0,0,0,0,0,0,".",2,0,0,0,0,1,0,1,0,0,".",0,,2,2,2,3,1,2,4,4,2,4,1,2,1,2,1,4,1,0,1,2,2,".",2,2,7,,,,,,,,,,,,,4,6,3,1,3,0,1,3,0,,,,,,,".",1,2,0,0,1,0,0,".",5,4,4,3,3,3,5,3,2,4,4,4,5,5,3,3,3,3,2,1,1,1,1,1,.94
20180544,"0728",0,1,1,1986,1,2,3,12,".",0,,1,2,6,1,13,".",0,5,.4166666667,2,8,2.666666667,4,4,6,4,4,5,5,5,5,5,5,3,4,4,5,5,5,4,4,4,5,1,3,4,2,6,4,1,1,1,4,3,2,4,4,5,4,3,5,3,2,6,6,6,3,4,3,3,1,".",2,3,5,5,3,2,2,2,5,3,5,1,1,1,0,0,4,4,4,1,1,1,1,2,2,1,3,4,4,1,2,5,5,5,5,5,3,4,0,,2,2,3,3,2,0,"電腦只能做可以量化為數據的評分",2,2,2,1,3,3,3,1,"例行業務",5,5,5,6,5,5,5,6,3,5,5,4,3,3,3,5,5,2,2,2,3,4,3,3,5,4,6,3,3,2,1,2,7,4,4,3,3,3,5,3,6,6,3,6,4,4,4,4,1,1,".",2,".",,".",2,".",,".",,".",1,".",0,,".",2,".",1,2,".",,".",,4,4,4,4,4,4,6,4,4,4,3,3,3,3,4,3,4,4,4,4,3,6,1,3,4,1,0,1,0,1,0,0,0,0,".",2,1,0,0,0,1,0,0,0,0,".",2,1,0,0,0,1,0,0,0,0,".",0,,4,4,4,4,2,1,1,1,2,2,3,2,3,2,4,4,1,1,,2,1,".",1,1,1,2,2,2,2,2,2,2,2,1,2,0,30,3,5,3,1,3,0,1,2,1,1,1,1,0,0,0,".",0,,,,,,,".",9,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,,,,.94
20180545,"0540",0,1,0,1982,1,2,3,6,".",1,1,0,1,3,1,17,".",3,0,3,3,0,3,4,4,6,4,5,3,4,6,5,6,6,4,5,4,5,5,6,6,5,4,5,4,1,2,3,6,3,3,5,2,4,3,5,3,3,4,3,4,4,3,2,3,3,5,5,5,5,3,1,".",4,2,3,3,3,4,4,5,2,4,4,0,0,1,1,0,4,4,4,1,1,1,1,2,1,2,2,3,3,3,1,4,3,4,5,5,2,3,0,,2,2,3,2,3,0,"是否有合適選才",1,1,1,1,2,3,3,0,".",4,4,4,4,5,4,6,5,6,5,5,5,4,4,4,5,5,6,6,6,3,4,5,5,5,5,5,3,3,4,2,10,4,4,4,4,3,5,4,5,4,6,6,5,4,5,5,4,2,,".",,".",1,".",2,".",,".",,".",3,"為了使其他人有所借鏡",0,,".",3,".",0,,".",2,".",0,3,3,2,4,4,5,4,3,5,4,3,3,3,3,3,3,4,4,4,4,4,4,1,2,3,1,1,0,0,1,1,0,0,0,".",2,1,1,1,0,0,0,0,0,0,".",2,1,1,1,0,0,1,0,0,0,".",0,,1,1,1,2,2,8,1,3,3,1,4,98,1,2,2,6,1,0,0,,,".",1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,5,8,2,0,3,0,2,2,1,1,1,0,0,0,1,".",1,2,1,0,0,0,0,".",5,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,2,,,,1.11
